x,y,z
61,25,5
61,26,0
61,26,5
61,27,0
61,27,5
61,28,0
61,28,5
61,29,0
61,29,5
61,30,0
61,30,5
61,31,0
61,31,5
61,32,0
61,32,5
61,33,0
61,33,5
61,34,0
61,34,5
61,35,0
61,35,5
61,36,0
61,36,5
61,37,0
61,37,5
61,38,0
61,38,5
61,39,0
61,39,5
61,40,0
61,40,5
61,41,0
61,41,5
61,42,0
61,42,5
61,43,0
61,43,5
61,44,0
61,44,5
61,45,0
61,45,5
61,46,0
61,46,5
61,47,0
61,47,5
61,48,0
61,48,5
61,49,0
61,49,5
61,50,0
61,50,5
61,51,0
61,51,5
61,52,0
61,52,5
61,53,0
61,53,5
61,54,0
61,54,5
61,55,0
61,55,5
61,56,0
61,56,5
61,57,0
61,57,5
61,58,0
61,58,5
61,59,0
61,59,5
61,60,0
61,60,5
61,61,0
61,61,5
61,62,0
61,62,5
61,63,0
61,63,5
61,64,0
61,64,5
61,65,0
61,65,5
61,66,0
61,66,5
61,67,0
61,67,5
61,68,0
61,68,5
61,69,0
61,69,5
61,70,0
61,70,5
61,71,0
61,71,5
61,72,0
61,72,5
61,73,0
61,73,5
61,74,0
61,74,5
61,75,0
61,75,5
61,76,0
61,76,5
61,77,0
61,77,5
61,78,0
61,78,5
61,79,0
61,79,5
61,80,0
61,80,5
61,81,0
61,81,5
61,82,0
61,82,5
61,83,0
61,83,5
61,84,0
61,84,5
61,85,0
61,85,5
61,86,0
61,86,5
61,87,0
61,87,5
61,88,0
61,88,5
61,89,0
61,89,5
61,90,0
61,90,5
61,91,0
61,91,5
61,92,0
61,92,5
61,93,0
61,93,5
61,94,0
61,94,5
61,95,0
61,95,5
61,96,0
61,96,5
61,97,0
61,97,5
61,98,0
61,98,5
61,99,0
61,99,5
61,100,0
61,100,5
61,101,0
61,101,5
61,102,0
61,102,5
61,103,0
61,103,5
61,104,0
61,104,5
61,105,0
61,105,5
61,106,0
61,106,5
61,107,0
61,107,5
61,108,0
61,108,5
61,109,0
61,109,5
61,110,0
61,110,5
61,111,0
61,111,5
61,112,0
61,112,1
61,112,2
61,112,3
61,112,4
61,112,5
62,0,0
62,0,1
62,0,2
62,0,3
62,0,4
62,0,5
62,0,6
62,0,7
62,0,8
62,0,9
62,0,10
62,0,11
62,0,12
62,0,13
62,0,14
62,0,15
62,0,16
62,0,17
62,0,18
62,0,19
62,0,20
62,0,21
62,0,22
62,1,0
62,1,10
62,1,11
62,1,12
62,1,13
62,1,14
62,1,15
62,1,22
62,2,0
62,2,10
62,2,11
62,2,12
62,2,13
62,2,14
62,2,15
62,2,22
62,3,0
62,3,10
62,3,11
62,3,12
62,3,13
62,3,14
62,3,15
62,3,22
62,4,0
62,4,10
62,4,11
62,4,12
62,4,13
62,4,14
62,4,15
62,4,18
62,4,19
62,4,20
62,4,21
62,4,22
62,5,0
62,5,10
62,5,11
62,5,12
62,5,13
62,5,14
62,5,15
62,5,18
62,5,19
62,5,20
62,5,21
62,5,22
62,6,0
62,6,8
62,6,9
62,6,10
62,6,11
62,6,12
62,6,13
62,6,14
62,6,15
62,6,16
62,6,17
62,6,18
62,6,19
62,6,20
62,6,21
62,6,22
62,7,0
62,7,8
62,7,9
62,7,10
62,7,11
62,7,12
62,7,13
62,7,14
62,7,15
62,7,16
62,7,17
62,7,18
62,7,19
62,8,0
62,8,8
62,8,9
62,8,10
62,8,11
62,8,12
62,8,13
62,8,14
62,8,15
62,8,16
62,8,17
62,9,0
62,9,8
62,9,9
62,9,10
62,9,11
62,9,12
62,9,13
62,9,14
62,9,15
62,9,16
62,9,17
62,10,0
62,10,5
62,10,6
62,10,7
62,10,8
62,10,9
62,10,10
62,10,11
62,10,12
62,10,13
62,10,14
62,10,15
62,10,16
62,10,17
62,11,0
62,11,5
62,12,0
62,12,5
62,13,0
62,13,5
62,14,0
62,14,5
62,15,0
62,15,5
62,16,0
62,16,5
62,17,0
62,17,5
62,18,0
62,18,5
62,19,0
62,19,5
62,20,0
62,20,5
62,21,0
62,21,5
62,22,0
62,22,5
62,23,0
62,23,5
62,24,0
62,24,5
62,25,0
62,25,5
62,26,0
62,26,5
62,27,0
62,27,5
62,28,0
62,28,5
62,29,0
62,29,5
62,30,0
62,30,5
62,31,0
62,31,5
62,32,0
62,32,5
62,33,0
62,33,5
62,34,0
62,34,5
62,35,0
62,35,5
62,36,0
62,36,5
62,37,0
62,37,5
62,38,0
62,38,5
62,39,0
62,39,5
62,40,0
62,40,5
62,41,0
62,41,5
62,42,0
62,42,5
62,43,0
62,43,5
62,44,0
62,44,5
62,45,0
62,45,5
62,46,0
62,46,5
62,47,0
62,47,5
62,48,0
62,48,5
62,49,0
62,49,5
62,50,0
62,50,5
62,51,0
62,51,5
62,52,0
62,52,5
62,53,0
62,53,5
62,54,0
62,54,5
62,55,0
62,55,5
62,56,0
62,56,5
62,57,0
62,57,5
62,58,0
62,58,5
62,59,0
62,59,5
62,60,0
62,60,5
62,61,0
62,61,5
62,62,0
62,62,5
62,63,0
62,63,5
62,64,0
62,64,5
62,65,0
62,65,5
62,66,0
62,66,5
62,67,0
62,67,5
62,68,0
62,68,5
62,69,0
62,69,5
62,70,0
62,70,5
62,71,0
62,71,5
62,72,0
62,72,5
62,73,0
62,73,5
62,74,0
62,74,5
62,75,0
62,75,5
62,76,0
62,76,5
62,77,0
62,77,5
62,78,0
62,78,5
62,79,0
62,79,5
62,80,0
62,80,5
62,81,0
62,81,5
62,82,0
62,82,5
62,83,0
62,83,5
62,84,0
62,84,5
62,85,0
62,85,5
62,86,0
62,86,5
62,87,0
62,87,5
62,88,0
62,88,5
62,89,0
62,89,5
62,90,0
62,90,5
62,91,0
62,91,5
62,92,0
62,92,5
62,93,0
62,93,5
62,94,0
62,94,5
62,95,0
62,95,5
62,96,0
62,96,5
62,97,0
62,97,5
62,98,0
62,98,5
62,99,0
62,99,5
62,100,0
62,100,5
62,101,0
62,101,5
62,102,0
62,102,5
62,103,0
62,103,5
62,104,0
62,104,5
62,105,0
62,105,5
62,106,0
62,106,5
62,107,0
62,107,5
62,108,0
62,108,5
62,109,0
62,109,5
62,110,0
62,110,5
62,111,0
62,111,5
62,112,0
62,112,1
62,112,2
62,112,3
62,112,4
62,112,5
63,0,0
63,0,1
63,0,2
63,0,3
63,0,4
63,0,5
63,0,6
63,0,7
63,0,8
63,0,9
63,0,10
63,0,11
63,0,12
63,0,13
63,0,14
63,0,15
63,0,16
63,0,17
63,0,18
63,0,19
63,0,20
63,0,21
63,0,22
63,1,0
63,1,22
63,2,0
63,2,22
63,3,0
63,3,22
63,4,0
63,4,18
63,4,19
63,4,20
63,4,21
63,4,22
63,5,0
63,5,18
63,5,19
63,5,20
63,5,21
63,5,22
63,6,0
63,6,8
63,6,9
63,6,10
63,6,11
63,6,12
63,6,13
63,6,14
63,6,15
63,6,16
63,6,17
63,6,18
63,6,19
63,6,20
63,6,21
63,6,22
63,7,0
63,7,8
63,7,9
63,7,10
63,7,11
63,7,12
63,7,13
63,7,14
63,7,15
63,7,16
63,7,17
63,7,18
63,7,19
63,8,0
63,8,8
63,8,9
63,8,10
63,8,11
63,8,12
63,8,13
63,8,14
63,8,15
63,8,16
63,8,17
63,9,0
63,9,8
63,9,9
63,9,10
63,9,11
63,9,12
63,9,13
63,9,14
63,9,15
63,9,16
63,9,17
63,10,0
63,10,5
63,10,6
63,10,7
63,10,8
63,10,9
63,10,10
63,10,11
63,10,12
63,10,13
63,10,14
63,10,15
63,10,16
63,10,17
63,11,0
63,11,5
63,12,0
63,12,5
63,13,0
63,13,5
63,14,0
63,14,5
63,15,0
63,15,5
63,16,0
63,16,5
63,17,0
63,17,5
63,18,0
63,18,5
63,19,0
63,19,5
63,20,0
63,20,5
63,21,0
63,21,5
63,22,0
63,22,5
63,23,0
63,23,5
63,24,0
63,24,5
63,25,0
63,25,5
63,26,0
63,26,5
63,27,0
63,27,5
63,28,0
63,28,5
63,29,0
63,29,5
63,30,0
63,30,5
63,31,0
63,31,5
63,32,0
63,32,5
63,33,0
63,33,5
63,34,0
63,34,5
63,35,0
63,35,5
63,36,0
63,36,5
63,37,0
63,37,5
63,38,0
63,38,5
63,39,0
63,39,5
63,40,0
63,40,5
63,41,0
63,41,5
63,42,0
63,42,5
63,43,0
63,43,5
63,44,0
63,44,5
63,45,0
63,45,5
63,46,0
63,46,5
63,47,0
63,47,5
63,48,0
63,48,5
63,49,0
63,49,5
63,50,0
63,50,5
63,50,6
63,50,7
63,50,8
63,50,9
63,50,10
63,50,11
63,50,12
63,50,13
63,50,14
63,50,15
63,50,16
63,50,17
63,51,0
63,51,5
63,51,6
63,51,7
63,51,8
63,51,9
63,51,10
63,51,11
63,51,12
63,51,13
63,51,14
63,51,15
63,51,16
63,51,17
63,52,0
63,52,5
63,52,6
63,52,7
63,52,8
63,52,9
63,52,10
63,52,11
63,52,12
63,52,13
63,52,14
63,52,15
63,52,16
63,52,17
63,53,0
63,53,5
63,53,6
63,53,7
63,53,8
63,53,9
63,53,10
63,53,11
63,53,12
63,53,13
63,53,14
63,53,15
63,53,16
63,53,17
63,54,0
63,54,5
63,54,6
63,54,7
63,54,8
63,54,9
63,54,10
63,54,11
63,54,12
63,54,13
63,54,14
63,54,15
63,54,16
63,54,17
63,55,0
63,55,5
63,56,0
63,56,5
63,57,0
63,57,5
63,58,0
63,58,5
63,59,0
63,59,5
63,60,0
63,60,5
63,61,0
63,61,5
63,62,0
63,62,5
63,63,0
63,63,5
63,64,0
63,64,5
63,65,0
63,65,5
63,66,0
63,66,5
63,67,0
63,67,5
63,68,0
63,68,5
63,69,0
63,69,5
63,70,0
63,70,5
63,71,0
63,71,5
63,72,0
63,72,5
63,73,0
63,73,5
63,74,0
63,74,5
63,75,0
63,75,5
63,76,0
63,76,5
63,77,0
63,77,5
63,78,0
63,78,5
63,79,0
63,79,5
63,80,0
63,80,5
63,81,0
63,81,5
63,82,0
63,82,5
63,83,0
63,83,5
63,84,0
63,84,5
63,85,0
63,85,5
63,86,0
63,86,5
63,87,0
63,87,5
63,88,0
63,88,5
63,89,0
63,89,5
63,90,0
63,90,5
63,91,0
63,91,5
63,92,0
63,92,5
63,93,0
63,93,5
63,94,0
63,94,5
63,95,0
63,95,5
63,96,0
63,96,5
63,97,0
63,97,5
63,98,0
63,98,5
63,99,0
63,99,5
63,100,0
63,100,5
63,101,0
63,101,5
63,102,0
63,102,5
63,103,0
63,103,5
63,104,0
63,104,5
63,105,0
63,105,5
63,106,0
63,106,5
63,107,0
63,107,5
63,108,0
63,108,5
63,109,0
63,109,5
63,110,0
63,110,5
63,111,0
63,111,5
63,112,0
63,112,1
63,112,2
63,112,3
63,112,4
63,112,5
64,0,0
64,0,1
64,0,2
64,0,3
64,0,4
64,0,5
64,0,6
64,0,7
64,0,8
64,0,9
64,0,10
64,0,11
64,0,12
64,0,13
64,0,14
64,0,15
64,0,16
64,0,17
64,0,18
64,0,19
64,0,20
64,0,21
64,0,22
64,1,0
64,1,22
64,2,0
64,2,22
64,3,0
64,3,22
64,4,0
64,4,18
64,4,19
64,4,20
64,4,21
64,4,22
64,5,0
64,5,18
64,5,19
64,5,20
64,5,21
64,5,22
64,6,0
64,6,8
64,6,9
64,6,10
64,6,11
64,6,12
64,6,13
64,6,14
64,6,15
64,6,16
64,6,17
64,6,18
64,6,19
64,6,20
64,6,21
64,6,22
64,7,0
64,7,8
64,7,9
64,7,10
64,7,11
64,7,12
64,7,13
64,7,14
64,7,15
64,7,16
64,7,17
64,7,18
64,7,19
64,8,0
64,8,8
64,8,9
64,8,10
64,8,11
64,8,12
64,8,13
64,8,14
64,8,15
64,8,16
64,8,17
64,9,0
64,9,8
64,9,9
64,9,10
64,9,11
64,9,12
64,9,13
64,9,14
64,9,15
64,9,16
64,9,17
64,10,0
64,10,5
64,10,6
64,10,7
64,10,8
64,10,9
64,10,10
64,10,11
64,10,12
64,10,13
64,10,14
64,10,15
64,10,16
64,10,17
64,11,0
64,11,5
64,12,0
64,12,5
64,13,0
64,13,5
64,14,0
64,14,5
64,15,0
64,15,5
64,16,0
64,16,5
64,17,0
64,17,5
64,18,0
64,18,5
64,19,0
64,19,5
64,20,0
64,20,5
64,21,0
64,21,5
64,22,0
64,22,5
64,23,0
64,23,5
64,24,0
64,24,5
64,25,0
64,25,5
64,26,0
64,26,5
64,27,0
64,27,5
64,28,0
64,28,5
64,29,0
64,29,5
64,30,0
64,30,5
64,31,0
64,31,5
64,32,0
64,32,5
64,33,0
64,33,5
64,34,0
64,34,5
64,35,0
64,35,5
64,36,0
64,36,5
64,37,0
64,37,5
64,38,0
64,38,5
64,39,0
64,39,5
64,40,0
64,40,5
64,41,0
64,41,5
64,42,0
64,42,5
64,43,0
64,43,5
64,44,0
64,44,5
64,45,0
64,45,5
64,46,0
64,46,5
64,47,0
64,47,5
64,48,0
64,48,5
64,49,0
64,49,5
64,50,0
64,50,5
64,50,6
64,50,7
64,50,8
64,50,9
64,50,10
64,50,11
64,50,12
64,50,13
64,50,14
64,50,15
64,50,16
64,50,17
64,51,0
64,51,5
64,51,6
64,51,7
64,51,8
64,51,9
64,51,10
64,51,11
64,51,12
64,51,13
64,51,14
64,51,15
64,51,16
64,51,17
64,52,0
64,52,5
64,52,6
64,52,7
64,52,8
64,52,9
64,52,10
64,52,11
64,52,12
64,52,13
64,52,14
64,52,15
64,52,16
64,52,17
64,53,0
64,53,5
64,53,6
64,53,7
64,53,8
64,53,9
64,53,10
64,53,11
64,53,12
64,53,13
64,53,14
64,53,15
64,53,16
64,53,17
64,54,0
64,54,5
64,54,6
64,54,7
64,54,8
64,54,9
64,54,10
64,54,11
64,54,12
64,54,13
64,54,14
64,54,15
64,54,16
64,54,17
64,55,0
64,55,5
64,56,0
64,56,5
64,57,0
64,57,5
64,58,0
64,58,5
64,59,0
64,59,5
64,60,0
64,60,5
64,61,0
64,61,5
64,62,0
64,62,5
64,63,0
64,63,5
64,64,0
64,64,5
64,65,0
64,65,5
64,66,0
64,66,5
64,67,0
64,67,5
64,68,0
64,68,5
64,69,0
64,69,5
64,70,0
64,70,5
64,71,0
64,71,5
64,72,0
64,72,5
64,73,0
64,73,5
64,74,0
64,74,5
64,75,0
64,75,5
64,76,0
64,76,5
64,77,0
64,77,5
64,78,0
64,78,5
64,79,0
64,79,5
64,80,0
64,80,5
64,81,0
64,81,5
64,82,0
64,82,5
64,83,0
64,83,5
64,84,0
64,84,5
64,85,0
64,85,5
64,86,0
64,86,5
64,87,0
64,87,5
64,88,0
64,88,5
64,89,0
64,89,5
64,90,0
64,90,5
64,91,0
64,91,5
64,92,0
64,92,5
64,93,0
64,93,5
64,94,0
64,94,5
64,95,0
64,95,5
64,96,0
64,96,5
64,97,0
64,97,5
64,98,0
64,98,5
64,99,0
64,99,5
64,100,0
64,100,5
64,101,0
64,101,5
64,102,0
64,102,5
64,103,0
64,103,5
64,104,0
64,104,5
64,105,0
64,105,5
64,106,0
64,106,5
64,107,0
64,107,5
64,108,0
64,108,5
64,109,0
64,109,5
64,110,0
64,110,5
64,111,0
64,111,5
64,112,0
64,112,1
64,112,2
64,112,3
64,112,4
64,112,5
65,0,0
65,0,1
65,0,2
65,0,3
65,0,4
65,0,5
65,0,6
65,0,7
65,0,8
65,0,9
65,0,10
65,0,11
65,0,12
65,0,13
65,0,14
65,0,15
65,0,16
65,0,17
65,0,18
65,0,19
65,0,20
65,0,21
65,0,22
65,1,0
65,1,22
65,2,0
65,2,22
65,3,0
65,3,22
65,4,0
65,4,18
65,4,19
65,4,20
65,4,21
65,4,22
65,5,0
65,5,18
65,5,19
65,5,20
65,5,21
65,5,22
65,6,0
65,6,17
65,6,18
65,6,19
65,6,20
65,6,21
65,6,22
65,7,0
65,7,17
65,7,18
65,7,19
65,8,0
65,8,17
65,9,0
65,9,17
65,10,0
65,10,5
65,10,6
65,10,7
65,10,8
65,10,9
65,10,10
65,10,11
65,10,12
65,10,13
65,10,14
65,10,15
65,10,16
65,10,17
65,11,0
65,11,5
65,12,0
65,12,5
65,13,0
65,13,5
65,14,0
65,14,5
65,15,0
65,15,5
65,16,0
65,16,5
65,17,0
65,17,5
65,18,0
65,18,5
65,19,0
65,19,5
65,20,0
65,20,5
65,21,0
65,21,5
65,22,0
65,22,5
65,23,0
65,23,5
65,24,0
65,24,5
65,25,0
65,25,5
65,26,0
65,26,5
65,27,0
65,27,5
65,28,0
65,28,5
65,29,0
65,29,5
65,30,0
65,30,5
65,31,0
65,31,5
65,32,0
65,32,5
65,33,0
65,33,5
65,34,0
65,34,5
65,35,0
65,35,5
65,36,0
65,36,5
65,37,0
65,37,5
65,38,0
65,38,5
65,39,0
65,39,5
65,40,0
65,40,5
65,41,0
65,41,5
65,42,0
65,42,5
65,43,0
65,43,5
65,44,0
65,44,5
65,45,0
65,45,5
65,46,0
65,46,5
65,47,0
65,47,5
65,48,0
65,48,5
65,49,0
65,49,5
65,50,0
65,50,5
65,50,6
65,50,7
65,50,8
65,50,9
65,50,10
65,50,11
65,50,12
65,50,13
65,50,14
65,50,15
65,50,16
65,50,17
65,51,0
65,51,5
65,51,6
65,51,7
65,51,8
65,51,9
65,51,10
65,51,11
65,51,12
65,51,13
65,51,14
65,51,15
65,51,16
65,51,17
65,52,0
65,52,17
65,53,0
65,53,5
65,53,6
65,53,7
65,53,8
65,53,9
65,53,10
65,53,11
65,53,12
65,53,13
65,53,14
65,53,15
65,53,16
65,53,17
65,54,0
65,54,5
65,54,6
65,54,7
65,54,8
65,54,9
65,54,10
65,54,11
65,54,12
65,54,13
65,54,14
65,54,15
65,54,16
65,54,17
65,55,0
65,55,5
65,56,0
65,56,5
65,57,0
65,57,5
65,58,0
65,58,5
65,59,0
65,59,5
65,60,0
65,60,5
65,61,0
65,61,5
65,62,0
65,62,5
65,63,0
65,63,5
65,64,0
65,64,5
65,65,0
65,65,5
65,66,0
65,66,5
65,67,0
65,67,5
65,68,0
65,68,5
65,69,0
65,69,5
65,70,0
65,70,5
65,71,0
65,71,5
65,72,0
65,72,5
65,73,0
65,73,5
65,74,0
65,74,5
65,75,0
65,75,5
65,76,0
65,76,5
65,77,0
65,77,5
65,78,0
65,78,5
65,79,0
65,79,5
65,80,0
65,80,5
65,81,0
65,81,5
65,82,0
65,82,5
65,83,0
65,83,5
65,84,0
65,84,5
65,85,0
65,85,5
65,86,0
65,86,5
65,87,0
65,87,5
65,88,0
65,88,5
65,89,0
65,89,5
65,90,0
65,90,5
65,91,0
65,91,5
65,92,0
65,92,5
65,93,0
65,93,5
65,94,0
65,94,5
65,95,0
65,95,5
65,96,0
65,96,5
65,97,0
65,97,5
65,98,0
65,98,5
65,99,0
65,99,5
65,100,0
65,100,5
65,101,0
65,101,5
65,102,0
65,102,5
65,103,0
65,103,5
65,104,0
65,104,5
65,105,0
65,105,5
65,106,0
65,106,5
65,107,0
65,107,5
65,108,0
65,108,5
65,109,0
65,109,5
65,110,0
65,110,5
65,111,0
65,111,5
65,112,0
65,112,1
65,112,2
65,112,3
65,112,4
65,112,5
66,0,0
66,0,1
66,0,2
66,0,3
66,0,4
66,0,5
66,0,6
66,0,7
66,0,8
66,0,9
66,0,10
66,0,11
66,0,12
66,0,13
66,0,14
66,0,15
66,0,16
66,0,17
66,0,18
66,0,19
66,0,20
66,0,21
66,0,22
66,1,0
66,1,22
66,2,0
66,2,22
66,3,0
66,3,22
66,4,0
66,4,18
66,4,19
66,4,20
66,4,21
66,4,22
66,5,0
66,5,18
66,5,19
66,5,20
66,5,21
66,5,22
66,6,0
66,6,17
66,6,18
66,6,19
66,6,20
66,6,21
66,6,22
66,7,0
66,7,17
66,7,18
66,7,19
66,8,0
66,8,17
66,9,0
66,9,17
66,10,0
66,10,5
66,10,6
66,10,7
66,10,8
66,10,9
66,10,10
66,10,11
66,10,12
66,10,13
66,10,14
66,10,15
66,10,16
66,10,17
66,11,0
66,11,5
66,12,0
66,12,5
66,13,0
66,13,5
66,14,0
66,14,5
66,15,0
66,15,5
66,16,0
66,16,5
66,17,0
66,17,5
66,18,0
66,18,5
66,19,0
66,19,5
66,20,0
66,20,5
66,21,0
66,21,5
66,22,0
66,22,5
66,23,0
66,23,5
66,24,0
66,24,5
66,25,0
66,25,5
66,26,0
66,26,5
66,27,0
66,27,5
66,28,0
66,28,5
66,29,0
66,29,5
66,30,0
66,30,5
66,31,0
66,31,5
66,32,0
66,32,5
66,33,0
66,33,5
66,34,0
66,34,5
66,35,0
66,35,5
66,36,0
66,36,5
66,37,0
66,37,5
66,38,0
66,38,5
66,39,0
66,39,5
66,40,0
66,40,5
66,41,0
66,41,5
66,42,0
66,42,5
66,43,0
66,43,5
66,44,0
66,44,5
66,45,0
66,45,5
66,46,0
66,46,5
66,47,0
66,47,5
66,48,0
66,48,5
66,49,0
66,49,5
66,50,0
66,50,5
66,50,6
66,50,7
66,50,8
66,50,9
66,50,10
66,50,11
66,50,12
66,50,13
66,50,14
66,50,15
66,50,16
66,50,17
66,51,0
66,51,5
66,51,6
66,51,7
66,51,8
66,51,9
66,51,10
66,51,11
66,51,12
66,51,13
66,51,14
66,51,15
66,51,16
66,51,17
66,52,0
66,52,17
66,53,0
66,53,5
66,53,6
66,53,7
66,53,8
66,53,9
66,53,10
66,53,11
66,53,12
66,53,13
66,53,14
66,53,15
66,53,16
66,53,17
66,54,0
66,54,5
66,54,6
66,54,7
66,54,8
66,54,9
66,54,10
66,54,11
66,54,12
66,54,13
66,54,14
66,54,15
66,54,16
66,54,17
66,55,0
66,55,5
66,56,0
66,56,5
66,57,0
66,57,5
66,58,0
66,58,5
66,59,0
66,59,5
66,60,0
66,60,5
66,61,0
66,61,5
66,62,0
66,62,5
66,63,0
66,63,5
66,64,0
66,64,5
66,65,0
66,65,5
66,66,0
66,66,5
66,67,0
66,67,5
66,68,0
66,68,5
66,69,0
66,69,5
66,70,0
66,70,5
66,71,0
66,71,5
66,72,0
66,72,5
66,73,0
66,73,5
66,74,0
66,74,5
66,75,0
66,75,5
66,76,0
66,76,5
66,77,0
66,77,5
66,78,0
66,78,5
66,79,0
66,79,5
66,80,0
66,80,5
66,81,0
66,81,5
66,82,0
66,82,5
66,83,0
66,83,5
66,84,0
66,84,5
66,85,0
66,85,5
66,86,0
66,86,5
66,87,0
66,87,5
66,88,0
66,88,5
66,89,0
66,89,5
66,90,0
66,90,5
66,91,0
66,91,5
66,92,0
66,92,5
66,93,0
66,93,5
66,94,0
66,94,5
66,95,0
66,95,5
66,96,0
66,96,5
66,97,0
66,97,5
66,98,0
66,98,5
66,99,0
66,99,5
66,100,0
66,100,5
66,101,0
66,101,5
66,102,0
66,102,5
66,103,0
66,103,5
66,104,0
66,104,5
66,105,0
66,105,5
66,106,0
66,106,5
66,107,0
66,107,5
66,108,0
66,108,5
66,109,0
66,109,5
66,110,0
66,110,5
66,111,0
66,111,5
66,112,0
66,112,1
66,112,2
66,112,3
66,112,4
66,112,5
67,0,0
67,0,1
67,0,2
67,0,3
67,0,4
67,0,5
67,0,6
67,0,7
67,0,8
67,0,9
67,0,10
67,0,11
67,0,12
67,0,13
67,0,14
67,0,15
67,0,16
67,0,17
67,0,18
67,0,19
67,0,20
67,0,21
67,0,22
67,1,0
67,1,22
67,2,0
67,2,22
67,3,0
67,3,22
67,4,0
67,4,18
67,4,19
67,4,20
67,4,21
67,4,22
67,5,0
67,5,18
67,5,19
67,5,20
67,5,21
67,5,22
67,6,0
67,6,17
67,6,18
67,6,19
67,6,20
67,6,21
67,6,22
67,7,0
67,7,17
67,7,18
67,7,19
67,8,0
67,8,17
67,9,0
67,9,17
67,10,0
67,10,5
67,10,6
67,10,7
67,10,8
67,10,9
67,10,10
67,10,11
67,10,12
67,10,13
67,10,14
67,10,15
67,10,16
67,10,17
67,11,0
67,11,5
67,12,0
67,12,5
67,13,0
67,13,5
67,14,0
67,14,5
67,15,0
67,15,5
67,16,0
67,16,5
67,17,0
67,17,5
67,18,0
67,18,5
67,19,0
67,19,5
67,20,0
67,20,5
67,21,0
67,21,5
67,22,0
67,22,5
67,23,0
67,23,5
67,24,0
67,24,5
67,25,0
67,25,5
67,26,0
67,26,5
67,27,0
67,27,5
67,28,0
67,28,5
67,29,0
67,29,5
67,30,0
67,30,5
67,31,0
67,31,5
67,32,0
67,32,5
67,33,0
67,33,5
67,34,0
67,34,5
67,35,0
67,35,5
67,36,0
67,36,5
67,37,0
67,37,5
67,38,0
67,38,5
67,39,0
67,39,5
67,40,0
67,40,5
67,41,0
67,41,5
67,42,0
67,42,5
67,43,0
67,43,5
67,44,0
67,44,5
67,45,0
67,45,5
67,46,0
67,46,5
67,47,0
67,47,5
67,48,0
67,48,5
67,49,0
67,49,5
67,50,0
67,50,5
67,50,6
67,50,7
67,50,8
67,50,9
67,50,10
67,50,11
67,50,12
67,50,13
67,50,14
67,50,15
67,50,16
67,50,17
67,51,0
67,51,5
67,51,6
67,51,7
67,51,8
67,51,9
67,51,10
67,51,11
67,51,12
67,51,13
67,51,14
67,51,15
67,51,16
67,51,17
67,52,0
67,52,17
67,53,0
67,53,5
67,53,6
67,53,7
67,53,8
67,53,9
67,53,10
67,53,11
67,53,12
67,53,13
67,53,14
67,53,15
67,53,16
67,53,17
67,54,0
67,54,5
67,54,6
67,54,7
67,54,8
67,54,9
67,54,10
67,54,11
67,54,12
67,54,13
67,54,14
67,54,15
67,54,16
67,54,17
67,55,0
67,55,5
67,56,0
67,56,5
67,57,0
67,57,5
67,58,0
67,58,5
67,59,0
67,59,5
67,60,0
67,60,5
67,61,0
67,61,5
67,62,0
67,62,5
67,63,0
67,63,5
67,64,0
67,64,5
67,65,0
67,65,5
67,66,0
67,66,5
67,67,0
67,67,5
67,68,0
67,68,5
67,69,0
67,69,5
67,70,0
67,70,5
67,71,0
67,71,5
67,72,0
67,72,5
67,73,0
67,73,5
67,74,0
67,74,5
67,75,0
67,75,5
67,76,0
67,76,5
67,77,0
67,77,5
67,78,0
67,78,5
67,79,0
67,79,5
67,80,0
67,80,5
67,81,0
67,81,5
67,82,0
67,82,5
67,83,0
67,83,5
67,84,0
67,84,5
67,85,0
67,85,5
67,86,0
67,86,5
67,87,0
67,87,5
67,88,0
67,88,5
67,89,0
67,89,5
67,90,0
67,90,5
67,91,0
67,91,5
67,92,0
67,92,5
67,93,0
67,93,5
67,94,0
67,94,5
67,95,0
67,95,5
67,96,0
67,96,5
67,97,0
67,97,5
67,98,0
67,98,5
67,99,0
67,99,5
67,100,0
67,100,5
67,101,0
67,101,5
67,102,0
67,102,5
67,103,0
67,103,5
67,104,0
67,104,5
67,105,0
67,105,5
67,106,0
67,106,5
67,107,0
67,107,5
67,108,0
67,108,5
67,109,0
67,109,5
67,110,0
67,110,5
67,111,0
67,111,5
67,112,0
67,112,1
67,112,2
67,112,3
67,112,4
67,112,5
68,0,0
68,0,1
68,0,2
68,0,3
68,0,4
68,0,5
68,0,6
68,0,7
68,0,8
68,0,9
68,0,10
68,0,11
68,0,12
68,0,13
68,0,14
68,0,15
68,0,16
68,0,17
68,0,18
68,0,19
68,0,20
68,0,21
68,0,22
68,1,0
68,1,22
68,2,0
68,2,22
68,3,0
68,3,22
68,4,0
68,4,18
68,4,19
68,4,20
68,4,21
68,4,22
68,5,0
68,5,18
68,5,19
68,5,20
68,5,21
68,5,22
68,6,0
68,6,17
68,6,18
68,6,19
68,6,20
68,6,21
68,6,22
68,7,0
68,7,17
68,7,18
68,7,19
68,8,0
68,8,17
68,9,0
68,9,17
68,10,0
68,10,5
68,10,6
68,10,7
68,10,8
68,10,9
68,10,10
68,10,11
68,10,12
68,10,13
68,10,14
68,10,15
68,10,16
68,10,17
68,11,0
68,11,5
68,12,0
68,12,5
68,13,0
68,13,5
68,14,0
68,14,5
68,15,0
68,15,5
68,16,0
68,16,5
68,17,0
