x,y,z
31,15,14
31,16,0
31,16,1
31,16,2
31,16,3
31,16,4
31,16,5
31,17,0
31,17,5
31,18,0
31,18,5
31,19,0
31,19,5
31,20,0
31,20,5
31,21,0
31,21,5
31,22,0
31,22,5
31,23,0
31,23,5
31,24,0
31,24,5
31,25,0
31,25,5
31,26,0
31,26,5
31,27,0
31,27,5
31,28,0
31,28,5
31,29,0
31,29,1
31,29,2
31,29,3
31,29,4
31,29,5
31,30,0
31,30,1
31,30,2
31,30,3
31,30,4
31,30,5
31,31,0
31,31,1
31,31,2
31,31,3
31,31,4
31,31,5
31,32,0
31,33,0
31,85,0
31,85,1
31,85,2
31,85,3
31,85,4
31,85,5
31,86,0
31,86,1
31,86,2
31,86,3
31,86,4
31,86,5
31,87,0
31,87,5
31,88,0
31,88,5
31,89,0
31,89,5
31,90,0
31,90,5
31,91,0
31,91,1
31,91,2
31,91,3
31,91,4
31,91,5
31,92,0
31,92,1
31,92,2
31,92,3
31,92,4
31,92,5
31,93,0
31,93,1
31,93,2
31,93,3
31,93,4
31,93,5
31,94,0
31,94,1
31,94,2
31,94,3
31,94,4
31,94,5
31,95,0
31,95,1
31,95,2
31,95,3
31,95,4
31,95,5
31,96,0
31,96,1
31,96,2
31,96,3
31,96,4
31,96,5
31,97,0
31,97,1
31,97,2
31,97,3
31,97,4
31,97,5
31,98,0
31,98,1
31,98,2
31,98,3
31,98,4
31,98,5
31,99,0
31,99,1
31,99,2
31,99,3
31,99,4
31,99,5
31,100,0
31,100,1
31,100,2
31,100,3
31,100,4
31,100,5
31,101,0
31,101,1
31,101,2
31,101,3
31,101,4
31,101,5
31,102,0
31,102,1
31,102,2
31,102,3
31,102,4
31,102,5
31,103,0
31,103,1
31,103,2
31,103,3
31,103,4
31,103,5
31,104,0
31,104,1
31,104,2
31,104,3
31,104,4
31,104,5
31,105,0
31,105,1
31,105,2
31,105,3
31,105,4
31,105,5
31,106,0
31,106,1
31,106,2
31,106,3
31,106,4
31,106,5
31,107,0
31,107,1
31,107,2
31,107,3
31,107,4
31,107,5
31,108,0
31,108,1
31,108,2
31,108,3
31,108,4
31,108,5
31,109,0
31,109,1
31,109,2
31,109,3
31,109,4
31,109,5
31,110,0
31,110,1
31,110,2
31,110,3
31,110,4
31,110,5
31,111,0
31,111,1
31,111,2
31,111,3
31,111,4
31,111,5
31,112,0
31,112,1
31,112,2
31,112,3
31,112,4
31,112,5
32,0,0
32,0,1
32,0,2
32,0,3
32,0,4
32,0,5
32,0,6
32,0,7
32,0,8
32,0,9
32,0,10
32,0,11
32,0,12
32,0,13
32,0,14
32,0,15
32,0,16
32,0,17
32,0,18
32,0,19
32,0,20
32,0,21
32,0,22
32,1,0
32,1,1
32,1,2
32,1,3
32,1,4
32,1,5
32,1,6
32,1,7
32,1,8
32,1,9
32,1,10
32,1,11
32,1,12
32,1,13
32,1,14
32,1,15
32,1,16
32,1,17
32,1,18
32,1,19
32,1,20
32,1,21
32,1,22
32,2,0
32,2,1
32,2,2
32,2,3
32,2,4
32,2,5
32,2,6
32,2,7
32,2,8
32,2,9
32,2,10
32,2,11
32,2,12
32,2,13
32,2,14
32,2,15
32,2,16
32,2,17
32,2,18
32,2,19
32,2,20
32,2,21
32,2,22
32,3,0
32,3,1
32,3,2
32,3,3
32,3,4
32,3,5
32,3,6
32,3,7
32,3,8
32,3,9
32,3,10
32,3,11
32,3,12
32,3,13
32,3,14
32,3,15
32,3,16
32,3,17
32,3,18
32,3,19
32,3,20
32,3,21
32,3,22
32,4,0
32,4,1
32,4,2
32,4,3
32,4,4
32,4,5
32,4,6
32,4,7
32,4,8
32,4,9
32,4,10
32,4,11
32,4,12
32,4,13
32,4,14
32,4,15
32,4,16
32,4,17
32,4,18
32,4,19
32,4,20
32,4,21
32,4,22
32,5,0
32,5,1
32,5,2
32,5,3
32,5,4
32,5,5
32,5,6
32,5,7
32,5,8
32,5,9
32,5,10
32,5,11
32,5,12
32,5,13
32,5,14
32,5,15
32,5,16
32,5,17
32,5,18
32,5,19
32,5,20
32,5,21
32,5,22
32,6,0
32,6,1
32,6,2
32,6,3
32,6,4
32,6,5
32,6,6
32,6,7
32,6,8
32,6,9
32,6,10
32,6,11
32,6,12
32,6,13
32,6,14
32,6,15
32,6,16
32,6,17
32,6,18
32,6,19
32,6,20
32,6,21
32,6,22
32,7,0
32,7,1
32,7,2
32,7,3
32,7,4
32,7,5
32,7,6
32,7,7
32,7,8
32,7,9
32,7,10
32,7,11
32,7,12
32,7,13
32,7,14
32,7,15
32,7,16
32,7,17
32,7,18
32,7,19
32,7,20
32,7,21
32,7,22
32,8,0
32,8,1
32,8,2
32,8,3
32,8,4
32,8,5
32,8,6
32,8,7
32,8,8
32,8,9
32,8,10
32,8,11
32,8,12
32,8,13
32,8,14
32,8,15
32,8,16
32,8,17
32,8,18
32,8,19
32,8,20
32,8,21
32,8,22
32,9,0
32,9,1
32,9,2
32,9,3
32,9,4
32,9,5
32,9,6
32,9,7
32,9,8
32,9,9
32,9,10
32,9,11
32,9,12
32,9,13
32,9,14
32,9,15
32,9,16
32,9,17
32,9,18
32,9,19
32,9,20
32,9,21
32,9,22
32,10,0
32,10,1
32,10,2
32,10,3
32,10,4
32,10,5
32,10,6
32,10,7
32,10,8
32,10,9
32,10,10
32,10,11
32,10,12
32,10,13
32,10,14
32,10,15
32,10,16
32,10,17
32,10,18
32,10,19
32,10,20
32,10,21
32,10,22
32,11,0
32,11,1
32,11,2
32,11,3
32,11,4
32,11,5
32,11,6
32,11,7
32,11,8
32,11,9
32,11,10
32,11,11
32,11,12
32,11,13
32,11,14
32,12,0
32,12,1
32,12,2
32,12,3
32,12,4
32,12,5
32,12,6
32,12,7
32,12,8
32,12,9
32,12,10
32,12,11
32,12,12
32,12,13
32,12,14
32,13,0
32,13,1
32,13,2
32,13,3
32,13,4
32,13,5
32,13,6
32,13,7
32,13,8
32,13,9
32,13,10
32,13,11
32,13,12
32,13,13
32,13,14
32,14,0
32,14,1
32,14,2
32,14,3
32,14,4
32,14,5
32,14,6
32,14,7
32,14,8
32,14,9
32,14,10
32,14,11
32,14,12
32,14,13
32,14,14
32,15,0
32,15,5
32,15,6
32,15,7
32,15,8
32,15,9
32,15,10
32,15,11
32,15,12
32,15,13
32,15,14
32,16,0
32,16,5
32,17,0
32,17,5
32,18,0
32,18,5
32,19,0
32,19,5
32,20,0
32,20,5
32,21,0
32,21,5
32,22,0
32,22,5
32,23,0
32,23,5
32,24,0
32,24,5
32,25,0
32,25,5
32,26,0
32,26,5
32,27,0
32,27,5
32,28,0
32,28,5
32,29,0
32,29,1
32,29,2
32,29,3
32,29,4
32,29,5
32,30,0
32,30,1
32,30,2
32,30,3
32,30,4
32,30,5
32,31,0
32,31,1
32,31,2
32,31,3
32,31,4
32,31,5
32,32,0
32,33,0
32,85,0
32,85,1
32,85,2
32,85,3
32,85,4
32,85,5
32,86,0
32,86,1
32,86,2
32,86,3
32,86,4
32,86,5
32,87,0
32,87,5
32,88,0
32,88,5
32,89,0
32,89,5
32,90,0
32,90,5
32,91,0
32,91,1
32,91,2
32,91,3
32,91,4
32,91,5
32,92,0
32,92,1
32,92,2
32,92,3
32,92,4
32,92,5
32,93,0
32,93,1
32,93,2
32,93,3
32,93,4
32,93,5
32,94,0
32,94,1
32,94,2
32,94,3
32,94,4
32,94,5
32,95,0
32,95,1
32,95,2
32,95,3
32,95,4
32,95,5
32,96,0
32,96,1
32,96,2
32,96,3
32,96,4
32,96,5
32,97,0
32,97,1
32,97,2
32,97,3
32,97,4
32,97,5
32,98,0
32,98,1
32,98,2
32,98,3
32,98,4
32,98,5
32,99,0
32,99,1
32,99,2
32,99,3
32,99,4
32,99,5
32,100,0
32,100,1
32,100,2
32,100,3
32,100,4
32,100,5
32,101,0
32,101,1
32,101,2
32,101,3
32,101,4
32,101,5
32,102,0
32,102,1
32,102,2
32,102,3
32,102,4
32,102,5
32,103,0
32,103,1
32,103,2
32,103,3
32,103,4
32,103,5
32,104,0
32,104,1
32,104,2
32,104,3
32,104,4
32,104,5
32,105,0
32,105,1
32,105,2
32,105,3
32,105,4
32,105,5
32,106,0
32,106,1
32,106,2
32,106,3
32,106,4
32,106,5
32,107,0
32,107,1
32,107,2
32,107,3
32,107,4
32,107,5
32,108,0
32,108,1
32,108,2
32,108,3
32,108,4
32,108,5
32,109,0
32,109,1
32,109,2
32,109,3
32,109,4
32,109,5
32,110,0
32,110,1
32,110,2
32,110,3
32,110,4
32,110,5
32,111,0
32,111,1
32,111,2
32,111,3
32,111,4
32,111,5
32,112,0
32,112,1
32,112,2
32,112,3
32,112,4
32,112,5
33,0,0
33,0,1
33,0,2
33,0,3
33,0,4
33,0,5
33,0,6
33,0,7
33,0,8
33,0,9
33,0,10
33,0,11
33,0,12
33,0,13
33,0,14
33,0,15
33,0,16
33,0,17
33,0,18
33,0,19
33,0,20
33,0,21
33,0,22
33,1,0
33,1,22
33,2,0
33,2,22
33,3,0
33,3,22
33,4,0
33,4,5
33,4,6
33,4,7
33,4,8
33,4,9
33,4,10
33,4,11
33,4,12
33,4,13
33,4,14
33,4,15
33,4,16
33,4,17
33,4,18
33,4,19
33,4,20
33,4,21
33,4,22
33,5,0
33,5,5
33,5,6
33,5,7
33,5,8
33,5,9
33,5,10
33,5,11
33,5,12
33,5,13
33,5,14
33,5,15
33,5,16
33,5,17
33,5,18
33,5,19
33,5,20
33,5,21
33,5,22
33,6,0
33,6,5
33,6,6
33,6,7
33,6,8
33,6,9
33,6,10
33,6,11
33,6,12
33,6,13
33,6,14
33,6,15
33,6,16
33,6,17
33,6,18
33,6,19
33,6,20
33,6,21
33,6,22
33,7,0
33,7,5
33,7,6
33,7,7
33,7,8
33,7,9
33,7,10
33,7,11
33,7,12
33,7,13
33,7,14
33,7,15
33,7,16
33,7,17
33,7,18
33,7,19
33,7,20
33,7,21
33,7,22
33,8,0
33,8,5
33,8,6
33,8,7
33,8,8
33,8,9
33,8,10
33,8,11
33,8,12
33,8,13
33,8,14
33,8,15
33,8,16
33,8,17
33,8,18
33,8,19
33,8,20
33,8,21
33,8,22
33,9,0
33,9,5
33,9,6
33,9,7
33,9,8
33,9,9
33,9,10
33,9,11
33,9,12
33,9,13
33,9,14
33,9,15
33,9,16
33,9,17
33,9,18
33,9,19
33,9,20
33,9,21
33,9,22
33,10,0
33,10,5
33,10,6
33,10,7
33,10,8
33,10,9
33,10,10
33,10,11
33,10,12
33,10,13
33,10,14
33,10,15
33,10,16
33,10,17
33,10,18
33,10,19
33,10,20
33,10,21
33,10,22
33,11,0
33,11,5
33,11,6
33,11,7
33,11,8
33,11,9
33,11,10
33,11,11
33,11,12
33,11,13
33,11,14
33,11,15
33,12,0
33,12,5
33,12,6
33,12,7
33,12,8
33,12,9
33,12,10
33,12,11
33,12,12
33,12,13
33,12,14
33,13,0
33,13,5
33,13,6
33,13,7
33,13,8
33,13,9
33,13,10
33,13,11
33,13,12
33,13,13
33,13,14
33,14,0
33,14,5
33,14,6
33,14,7
33,14,8
33,14,9
33,14,10
33,14,11
33,14,12
33,14,13
33,14,14
33,15,0
33,15,5
33,15,6
33,15,7
33,15,8
33,15,9
33,15,10
33,15,11
33,15,12
33,15,13
33,15,14
33,16,0
33,16,5
33,17,0
33,17,5
33,18,0
33,18,5
33,19,0
33,19,5
33,20,0
33,20,5
33,21,0
33,21,5
33,22,0
33,22,5
33,23,0
33,23,5
33,24,0
33,24,5
33,25,0
33,25,5
33,26,0
33,26,5
33,27,0
33,27,5
33,28,0
33,28,5
33,29,0
33,29,1
33,29,2
33,29,3
33,29,4
33,29,5
33,30,0
33,30,1
33,30,2
33,30,3
33,30,4
33,30,5
33,31,0
33,31,1
33,31,2
33,31,3
33,31,4
33,31,5
33,32,0
33,32,1
33,32,2
33,32,3
33,32,4
33,32,5
33,33,0
33,85,0
33,85,1
33,85,2
33,85,3
33,85,4
33,85,5
33,86,0
33,86,1
33,86,2
33,86,3
33,86,4
33,86,5
33,87,0
33,87,5
33,88,0
33,88,5
33,89,0
33,89,5
33,90,0
33,90,5
33,91,0
33,91,1
33,91,2
33,91,3
33,91,4
33,91,5
33,92,0
33,92,1
33,92,2
33,92,3
33,92,4
33,92,5
33,93,0
33,93,1
33,93,2
33,93,3
33,93,4
33,93,5
33,94,0
33,94,1
33,94,2
33,94,3
33,94,4
33,94,5
33,95,0
33,95,1
33,95,2
33,95,3
33,95,4
33,95,5
33,96,0
33,96,1
33,96,2
33,96,3
33,96,4
33,96,5
33,97,0
33,97,1
33,97,2
33,97,3
33,97,4
33,97,5
33,98,0
33,98,1
33,98,2
33,98,3
33,98,4
33,98,5
33,99,0
33,99,1
33,99,2
33,99,3
33,99,4
33,99,5
33,100,0
33,100,1
33,100,2
33,100,3
33,100,4
33,100,5
33,101,0
33,101,1
33,101,2
33,101,3
33,101,4
33,101,5
33,102,0
33,102,1
33,102,2
33,102,3
33,102,4
33,102,5
33,103,0
33,103,1
33,103,2
33,103,3
33,103,4
33,103,5
33,104,0
33,104,1
33,104,2
33,104,3
33,104,4
33,104,5
33,105,0
33,105,1
33,105,2
33,105,3
33,105,4
33,105,5
33,106,0
33,106,1
33,106,2
33,106,3
33,106,4
33,106,5
33,107,0
33,107,1
33,107,2
33,107,3
33,107,4
33,107,5
33,108,0
33,108,1
33,108,2
33,108,3
33,108,4
33,108,5
33,109,0
33,109,1
33,109,2
33,109,3
33,109,4
33,109,5
33,110,0
33,110,1
33,110,2
33,110,3
33,110,4
33,110,5
33,111,0
33,111,1
33,111,2
33,111,3
33,111,4
33,111,5
33,112,0
33,112,1
33,112,2
33,112,3
33,112,4
33,112,5
34,0,0
34,0,1
34,0,2
34,0,3
34,0,4
34,0,5
34,0,6
34,0,7
34,0,8
34,0,9
34,0,10
34,0,11
34,0,12
34,0,13
34,0,14
34,0,15
34,0,16
34,0,17
34,0,18
34,0,19
34,0,20
34,0,21
34,0,22
34,1,0
34,1,22
34,2,0
34,2,22
34,3,0
34,3,22
34,4,0
34,4,5
34,4,6
34,4,7
34,4,8
34,4,9
34,4,10
34,4,11
34,4,12
34,4,13
34,4,14
34,4,15
34,4,16
34,4,17
34,4,18
34,4,19
34,4,20
34,4,21
34,4,22
34,5,0
34,5,5
34,5,6
34,5,7
34,5,8
34,5,9
34,5,10
34,5,11
34,5,12
34,5,13
34,5,14
34,5,15
34,5,16
34,5,17
34,5,18
34,5,19
34,5,20
34,5,21
34,5,22
34,6,0
34,6,5
34,6,6
34,6,7
34,6,8
34,6,9
34,6,10
34,6,11
34,6,12
34,6,13
34,6,14
34,6,15
34,6,16
34,6,17
34,6,18
34,6,19
34,6,20
34,6,21
34,6,22
34,7,0
34,7,5
34,7,6
34,7,7
34,7,8
34,7,9
34,7,10
34,7,11
34,7,12
34,7,13
34,7,14
34,7,15
34,7,16
34,7,17
34,7,18
34,7,19
34,7,20
34,7,21
34,7,22
34,8,0
34,8,5
34,8,6
34,8,7
34,8,8
34,8,9
34,8,10
34,8,11
34,8,12
34,8,13
34,8,14
34,8,15
34,8,16
34,8,17
34,8,18
34,8,19
34,8,20
34,8,21
34,8,22
34,9,0
34,9,5
34,9,6
34,9,7
34,9,8
34,9,9
34,9,10
34,9,11
34,9,12
34,9,13
34,9,14
34,9,15
34,9,16
34,9,17
34,9,18
34,9,19
34,9,20
34,9,21
34,9,22
34,10,0
34,10,5
34,10,6
34,10,7
34,10,8
34,10,9
34,10,10
34,10,11
34,10,12
34,10,13
34,10,14
34,10,15
34,10,16
34,10,17
34,10,18
34,10,19
34,10,20
34,10,21
34,10,22
34,11,0
34,11,5
34,11,6
34,11,7
34,11,8
34,11,9
34,11,10
34,11,11
34,11,12
34,11,13
34,11,14
34,11,15
34,11,16
34,12,0
34,12,5
34,12,6
34,12,7
34,12,8
34,12,9
34,12,10
34,12,11
34,12,12
34,12,13
34,12,14
34,13,0
34,13,5
34,13,6
34,13,7
34,13,8
34,13,9
34,13,10
34,13,11
34,13,12
34,13,13
34,13,14
34,14,0
34,14,5
34,14,6
34,14,7
34,14,8
34,14,9
34,14,10
34,14,11
34,14,12
34,14,13
34,14,14
34,15,0
34,15,5
34,15,6
34,15,7
34,15,8
34,15,9
34,15,10
34,15,11
34,15,12
34,15,13
34,15,14
34,16,0
34,16,5
34,17,0
34,17,5
34,18,0
34,18,5
34,19,0
34,19,5
34,20,0
34,20,5
34,21,0
34,21,5
34,22,0
34,22,5
34,23,0
34,23,5
34,24,0
34,24,5
34,25,0
34,25,5
34,26,0
34,26,5
34,27,0
34,27,5
34,28,0
34,28,5
34,29,0
34,29,5
34,30,0
34,30,1
34,30,2
34,30,3
34,30,4
34,30,5
34,31,0
34,31,1
34,31,2
34,31,3
34,31,4
34,31,5
34,32,0
34,32,1
34,32,2
34,32,3
34,32,4
34,32,5
34,33,0
34,33,1
34,33,2
34,33,3
34,33,4
34,33,5
34,84,0
34,84,1
34,84,2
34,84,3
34,84,4
34,84,5
34,85,0
34,85,1
34,85,2
34,85,3
34,85,4
34,85,5
34,86,0
34,86,1
34,86,2
34,86,3
34,86,4
34,86,5
34,87,0
34,87,5
34,88,0
34,88,5
34,89,0
34,89,5
34,90,0
34,90,5
34,91,0
34,91,1
34,91,2
34,91,3
34,91,4
34,91,5
34,92,0
34,92,1
34,92,2
34,92,3
34,92,4
34,92,5
34,93,0
34,93,1
34,93,2
34,93,3
34,93,4
34,93,5
34,94,0
34,94,1
34,94,2
34,94,3
34,94,4
34,94,5
34,95,0
34,95,1
34,95,2
34,95,3
34,95,4
34,95,5
34,96,0
34,96,1
34,96,2
34,96,3
34,96,4
34,96,5
34,97,0
34,97,1
34,97,2
34,97,3
34,97,4
34,97,5
34,98,0
34,98,1
34,98,2
34,98,3
34,98,4
34,98,5
34,99,0
34,99,1
34,99,2
34,99,3
34,99,4
34,99,5
34,100,0
34,100,1
34,100,2
34,100,3
34,100,4
34,100,5
34,101,0
34,101,1
34,101,2
34,101,3
34,101,4
34,101,5
34,102,0
34,102,1
34,102,2
34,102,3
34,102,4
34,102,5
34,103,0
34,103,1
34,103,2
34,103,3
34,103,4
34,103,5
34,104,0
34,104,1
34,104,2
34,104,3
34,104,4
34,104,5
34,105,0
34,105,1
34,105,2
34,105,3
34,105,4
34,105,5
34,106,0
34,106,1
34,106,2
34,106,3
34,106,4
34,106,5
34,107,0
34,107,1
34,107,2
34,107,3
34,107,4
34,107,5
34,108,0
34,108,1
34,108,2
34,108,3
34,108,4
34,108,5
34,109,0
34,109,1
34,109,2
34,109,3
34,109,4
34,109,5
34,110,0
34,110,1
34,110,2
34,110,3
34,110,4
34,110,5
34,111,0
34,111,1
34,111,2
34,111,3
34,111,4
34,111,5
34,112,0
34,112,1
34,112,2
34,112,3
34,112,4
34,112,5
35,0,0
35,0,1
35,0,2
35,0,3
35,0,4
35,0,5
35,0,6
35,0,7
35,0,8
35,0,9
35,0,10
35,0,11
35,0,12
35,0,13
35,0,14
35,0,15
35,0,16
35,0,17
35,0,18
35,0,19
35,0,20
35,0,21
35,0,22
35,1,0
35,1,22
35,2,0
35,2,22
35,3,0
35,3,22
35,4,0
35,4,5
35,4,6
35,4,7
35,4,8
35,4,9
35,4,10
35,4,11
35,4,12
35,4,13
35,4,14
35,4,20
35,4,21
35,4,22
35,5,0
35,5,5
35,5,6
35,5,7
35,5,8
35,5,9
35,5,10
35,5,11
35,5,12
35,5,13
35,5,14
35,5,17
35,5,18
35,5,19
35,5,20
35,5,21
35,5,22
35,6,0
35,6,5
35,6,6
35,6,7
35,6,8
35,6,9
35,6,10
35,6,11
35,6,12
35,6,13
35,6,14
35,6,15
35,6,16
35,6,17
35,6,18
35,6,19
35,6,20
35,6,21
35,6,22
35,7,0
35,7,5
35,7,6
35,7,7
35,7,8
35,7,9
35,7,10
35,7,11
35,7,12
35,7,13
35,7,14
35,7,15
35,7,16
35,7,17
35,7,18
35,7,19
35,7,20
35,7,21
35,7,22
35,8,0
35,8,5
35,8,6
35,8,7
35,8,8
35,8,9
35,8,10
35,8,11
35,8,12
35,8,13
35,8,14
35,8,15
35,8,16
35,8,17
35,8,18
35,8,19
35,8,20
35,8,21
35,9,0
35,9,5
35,9,6
35,9,7
35,9,8
35,9,9
35,9,10
35,9,11
35,9,12
35,9,13
35,9,14
35,9,15
35,9,16
35,9,17
35,9,18
35,9,19
35,10,0
35,10,5
35,10,6
35,10,7
35,10,8
35,10,9
35,10,10
35,10,11
35,10,12
35,10,13
35,10,14
35,10,15
35,10,16
35,10,17
35,10,18
35,10,19
35,11,0
35,11,5
35,11,6
35,11,7
35,11,8
35,11,9
35,11,10
35,11,11
35,11,12
35,11,13
35,11,14
35,11,15
35,11,16
35,12,0
35,12,5
35,12,6
35,12,7
35,12,8
35,12,9
35,12,10
35,12,11
35,12,12
35,12,13
35,12,14
35,12,15
35,12,16
35,13,0
35,13,5
35,13,6
35,13,7
35,13,8
35,13,9
35,13,10
35,13,11
35,13,12
35,13,13
35,13,14
35,14,0
35,14,5
35,14,6
35,14,7
35,14,8
35,14,9
35,14,10
35,14,11
35,14,12
35,14,13
35,14,14
35,15,0
35,15,5
35,15,6
35,15,7
35,15,8
35,15,9
35,15,10
35,15,11
35,15,12
35,15,13
35,15,14
35,16,0
35,16,5
35,16,6
35,16,7
35,17,0
35,17,5
35,17,6
35,18,0
35,18,5
35,18,6
35,19,0
35,19,5
35,19,6
35,20,0
35,20,5
35,21,0
35,21,5
35,22,0
35,22,5
35,23,0
35,23,5
35,24,0
35,24,5
35,25,0
35,25,5
35,26,0
35,26,5
35,27,0
35,27,5
35,28,0
35,28,5
35,29,0
35,29,5
35,30,0
35,30,1
35,30,2
35,30,3
35,30,4
35,30,5
35,31,0
35,31,1
35,31,2
35,31,3
35,31,4
35,31,5
35,32,0
35,32,1
35,32,2
35,32,3
35,32,4
35,32,5
35,33,0
35,33,1
35,33,2
35,33,3
35,33,4
35,33,5
35,34,0
35,34,1
35,34,2
35,34,3
35,34,4
35,34,5
35,35,0
35,35,1
35,35,2
35,35,3
35,35,4
35,35,5
35,83,0
35,83,1
35,83,2
35,83,3
35,83,4
35,83,5
35,84,0
35,84,1
35,84,2
35,84,3
35,84,4
35,84,5
35,85,0
35,85,1
35,85,2
35,85,3
35,85,4
35,85,5
35,86,0
35,86,1
35,86,2
35,86,3
35,86,4
35,86,5
35,87,0
35,87,5
35,88,0
35,88,5
35,89,0
35,89,5
35,90,0
35,90,5
35,91,0
35,91,1
35,91,2
35,91,3
35,91,4
35,91,5
35,92,0
35,92,1
35,92,2
35,92,3
35,92,4
35,92,5
35,93,0
35,93,1
35,93,2
35,93,3
35,93,4
35,93,5
35,94,0
35,94,1
35,94,2
35,94,3
35,94,4
35,94,5
35,95,0
35,95,1
35,95,2
35,95,3
35,95,4
35,95,5
35,96,0
35,96,1
35,96,2
35,96,3
35,96,4
35,96,5
35,97,0
35,97,1
35,97,2
35,97,3
35,97,4
35,97,5
35,98,0
35,98,1
35,98,2
35,98,3
35,98,4
35,98,5
35,99,0
35,99,1
35,99,2
35,99,3
35,99,4
35,99,5
35,100,0
35,100,1
35,100,2
35,100,3
35,100,4
35,100,5
35,101,0
35,101,1
35,101,2
35,101,3
35,101,4
35,101,5
35,102,0
35,102,1
35,102,2
35,102,3
35,102,4
35,102,5
35,103,0
35,103,1
35,103,2
35,103,3
35,103,4
35,103,5
35,104,0
35,104,1
35,104,2
35,104,3
35,104,4
35,104,5
35,105,0
35,105,1
35,105,2
35,105,3
35,105,4
35,105,5
35,106,0
35,106,1
35,106,2
35,106,3
35,106,4
35,106,5
35,107,0
35,107,1
35,107,2
35,107,3
35,107,4
35,107,5
35,108,0
35,108,1
35,108,2
35,108,3
35,108,4
35,108,5
35,109,0
35,109,1
35,109,2
35,109,3
35,109,4
35,109,5
35,110,0
35,110,1
35,110,2
35,110,3
35,110,4
35,110,5
35,111,0
35,111,1
35,111,2
35,111,3
35,111,4
35,111,5
35,112,0
35,112,1
35,112,2
35,112,3
35,112,4
35,112,5
36,0,0
36,0,1
36,0,2
36,0,3
36,0,4
36,0,5
36,0,6
36,0,7
36,0,8
36,0,9
36,0,10
36,0,11
36,0,12
36,0,13
36,0,14
36,0,15
36,0,16
36,0,17
36,0,18
36,0,19
36,0,20
36,0,21
36,0,22
36,1,0
36,1,22
36,2,0
36,2,22
36,3,0
36,3,22
36,4,0
36,4,5
36,4,6
36,4,7
36,4,8
36,4,9
36,4,10
36,4,11
36,4,12
36,4,13
36,4,14
36,4,20
36,4,21
36,4,22
36,5,0
36,5,5
36,5,6
36,5,7
36,5,8
36,5,9
36,5,10
36,5,11
36,5,12
36,5,13
36,5,14
36,5,17
36,5,18
36,5,19
36,5,20
36,5,21
36,5,22
36,6,0
36,6,5
36,6,6
36,6,7
36,6,8
36,6,9
36,6,10
36,6,11
36,6,12
36,6,13
36,6,14
36,6,17
36,6,18
36,6,19
36,6,20
36,6,21
36,6,22
36,7,0
36,7,5
36,7,6
36,7,7
36,7,8
36,7,9
36,7,10
36,7,11
36,7,12
36,7,13
36,7,14
36,7,15
36,7,16
36,7,17
36,7,18
36,7,19
36,7,20
36,7,21
36,7,22
36,8,0
36,8,5
36,8,6
36,8,7
36,8,8
36,8,9
36,8,10
36,8,11
36,8,12
36,8,13
36,8,14
36,8,15
36,8,16
36,8,17
36,8,18
36,8,19
36,8,20
36,8,21
36,9,0
36,9,5
36,9,6
36,9,7
36,9,8
36,9,9
36,9,10
36,9,11
36,9,12
36,9,13
36,9,14
36,9,15
36,9,16
36,9,17
36,9,18
36,9,19
36,9,20
36,9,21
36,10,0
36,10,5
36,10,6
36,10,7
36,10,8
36,10,9
36,10,10
36,10,11
36,10,12
36,10,13
36,10,14
36,10,15
36,10,16
36,10,17
36,10,18
36,11,0
36,11,5
36,11,6
36,11,7
36,11,8
36,11,9
36,11,10
36,11,11
36,11,12
36,11,13
36,11,14
36,11,15
36,11,16
36,11,17
36,11,18
36,12,0
36,12,5
36,12,6
36,12,7
36,12,8
36,12,9
36,12,10
36,12,11
36,12,12
36,12,13
36,12,14
36,12,15
36,12,16
36,13,0
36,13,5
36,13,6
36,13,7
36,13,8
36,13,9
36,13,10
36,13,11
36,13,12
36,13,13
36,13,14
36,13,15
36,13,16
36,14,0
36,14,5
36,14,6
36,14,7
36,14,8
36,14,9
36,14,10
36,14,11
36,14,12
36,14,13
36,14,14
36,15,0
36,15,5
36,15,6
36,15,7
36,15,8
36,15,9
36,15,10
36,15,11
36,15,12
36,15,13
36,15,14
36,16,0
36,16,5
36,16,6
36,16,7
36,16,8
36,16,9
36,16,10
36,17,0
36,17,5
36,17,6
36,17,7
36,17,8
36,17,9
36,18,0
36,18,5
36,18,6
36,18,7
36,19,0
36,19,5
36,19,6
36,20,0
36,20,5
36,21,0
36,21,5
36,22,0
36,22,5
36,23,0
36,23,5
36,24,0
36,24,5
36,25,0
36,25,5
36,26,0
36,26,5
36,27,0
36,27,5
36,28,0
36,28,5
36,29,0
36,29,5
36,30,0
36,30,5
36,31,0
36,31,1
36,31,2
36,31,3
36,31,4
36,31,5
36,32,0
36,32,1
36,32,2
36,32,3
36,32,4
36,32,5
36,33,0
36,33,1
36,33,2
36,33,3
36,33,4
36,33,5
36,34,0
36,34,1
36,34,2
36,34,3
36,34,4
36,34,5
36,35,0
36,35,1
36,35,2
36,35,3
36,35,4
36,35,5
36,36,0
36,36,1
36,36,2
36,36,3
36,36,4
36,36,5
36,37,0
36,37,1
36,37,2
36,37,3
36,37,4
36,37,5
36,38,0
36,38,1
36,38,2
36,38,3
36,38,4
36,38,5
36,39,0
36,39,1
36,39,2
36,39,3
36,39,4
36,39,5
36,40,0
36,40,1
36,40,2
36,40,3
36,40,4
36,40,5
36,41,0
36,41,1
36,41,2
36,41,3
36,41,4
